frame_id,x1,y1,x2,y2,bbox_id,confidence,lm_x1,lm_y1,lm_x2,lm_y2,lm_x3,lm_y3,lm_x4,lm_y4,lm_x5,lm_y5,yaw,pitch,roll
3208,861.38665,598.34073,1012.63166,793.02055,87.0,0.99973,911.21796,691.07404,958.62238,685.57947,939.31915,717.32947,924.0863,739.26038,956.67822,734.39874,-14.94285,-5.96899,-1.51604
3209,852.85194,612.28845,1004.59736,805.26259,87.0,0.99973,901.7226,703.64801,952.06787,697.65436,931.73505,730.63605,916.05151,753.40594,949.43298,748.08331,-10.04082,-1.62943,-0.63406
3210,845.32489,618.62003,996.37958,809.89918,87.0,0.9997,895.85809,705.84747,945.14099,701.06714,925.80804,731.57184,907.67822,752.35938,942.76721,748.07556,-10.48981,-4.72217,-0.87343
3211,836.86085,614.8712,986.64894,804.54001,87.0,0.9993,888.43665,691.99591,933.008,687.19513,915.00433,712.08447,899.93915,734.50256,933.77191,730.58154,-3.12578,3.2588,-1.40584
3212,830.33964,600.11853,979.19553,795.74421,87.0,0.94286,903.63574,675.37555,936.93311,672.77911,930.23657,700.55017,915.16223,727.40814,939.23352,724.8266,-1.81961,-13.7865,0.24282
3213,822.6224,572.23309,971.10407,772.42416,87.0,0.95735,892.02942,644.28082,930.93683,642.01721,921.63855,673.12305,904.79285,700.99915,931.3382,698.63495,-3.12494,-13.84515,1.68102
3214,815.28448,540.01312,962.98971,737.00021,87.0,0.99236,876.3053,606.70953,914.14398,605.83435,900.27417,628.27161,884.8277,648.78082,912.65967,648.04529,-1.47087,-6.64706,1.35057
3215,807.27585,512.35986,954.24398,704.27923,87.0,0.99805,866.89868,581.89545,908.92291,581.78217,891.63403,601.25342,870.86847,620.62726,906.43457,620.42749,8.46714,-6.8206,6.51065
3216,801.44133,490.61739,947.69439,679.05147,87.0,0.99892,858.28308,565.04755,899.87616,563.85669,882.01184,585.4679,863.9635,602.05109,897.62299,601.15179,-1.9186,-4.29473,5.02037
3217,801.56254,468.4359,947.41699,658.01571,87.0,0.99324,863.10608,544.93433,904.58228,542.95239,889.06177,569.64636,875.16083,593.9895,903.01416,591.95715,-21.59679,-18.61246,1.48196
3218,805.54576,441.73252,950.6787,631.68483,87.0,0.99498,866.95557,515.72351,909.17365,515.08929,893.21692,543.77643,875.04358,563.72467,906.15338,562.71509,-14.31299,-27.59513,0.38743
3219,810.88994,415.74456,956.67125,606.17123,87.0,0.99155,870.16693,489.57944,915.64917,488.25311,896.92938,515.72748,881.26697,538.26001,912.74457,536.4837,-16.81309,-17.05143,0.79466
3220,818.64481,394.08744,964.21311,584.24563,87.0,0.99886,880.75482,470.3905,925.88452,470.70953,906.86774,497.798,886.98248,520.28394,919.18945,520.57611,-15.07461,-15.35967,2.41866
3221,827.99909,374.17738,973.67844,563.02919,87.0,0.99514,888.14276,450.21567,933.92859,448.12415,914.6759,477.54852,898.39893,499.13562,930.35046,496.74542,-16.32938,-18.65481,3.08356
3222,836.9266,350.73321,982.4704,540.35947,87.0,0.99451,897.50867,426.88492,942.59766,426.25308,924.97534,452.63324,908.14337,477.73026,938.81714,476.85037,-21.45029,-22.16062,2.61264
3223,848.49292,323.76211,994.15278,517.37223,87.0,0.99625,916.59613,404.2804,960.45764,399.04675,945.81287,435.11725,928.48151,462.64545,957.99792,457.9454,-20.4632,-19.13618,1.6612
3224,862.71178,293.83273,1008.3391,489.69419,87.0,0.99521,933.27118,372.35052,976.07245,368.52905,962.0155,398.92389,943.66547,426.17297,972.61804,423.13559,-22.68395,-24.07203,1.80995
3225,879.11726,264.97562,1025.94013,464.1529,87.0,0.99398,946.50513,347.56314,993.21063,342.4823,975.25519,380.40244,955.97296,407.27951,986.44812,403.33914,-24.12888,-22.36862,4.05276
3226,892.91133,242.17614,1041.13438,439.35996,87.0,0.99465,948.29041,326.24075,994.45599,321.69363,973.08484,348.52335,959.44769,372.1629,994.32953,368.35892,-15.89051,-16.28922,0.59344
3227,906.03781,222.03417,1055.68629,418.29553,87.0,0.99878,960.96167,305.5723,1010.31683,299.996,989.71014,328.71103,974.05609,354.12234,1008.65503,349.561,-22.50849,-20.68948,1.77775
3228,919.58909,205.22673,1069.52737,398.53373,87.0,0.99169,978.30713,291.22742,1023.30377,284.88925,1004.55676,313.5957,989.9256,336.436,1023.65112,331.17087,-16.32169,-9.85054,2.35842
3229,931.9711,192.25551,1082.14557,382.88793,87.0,0.99953,988.91199,280.94101,1036.2168,276.15314,1016.7652,300.62814,1000.45648,323.02823,1035.3562,318.57901,-7.63872,3.20813,-0.19688
3230,942.96553,184.17674,1093.26471,373.33338,87.0,0.99984,999.41113,274.54352,1048.76721,272.74838,1026.15503,300.83466,1008.11047,322.8808,1042.25,321.19296,-6.48524,-0.91111,2.002
3231,949.81121,178.60916,1100.0233,366.88564,87.0,0.99986,1004.41107,271.73114,1056.14465,270.92755,1033.87158,294.45593,1011.67328,318.36978,1051.63965,317.42548,-8.88992,-5.18228,2.56198
3232,952.47619,177.86682,1102.6252,365.77956,87.0,0.99986,1005.79926,272.55075,1056.3468,272.08884,1034.89294,296.73431,1012.94781,319.53427,1051.73401,318.71091,-8.80588,-5.93494,2.8309
3233,953.31601,182.01367,1103.2504,369.38206,87.0,0.99986,1006.69397,276.46042,1056.06482,275.87097,1035.91138,298.85715,1013.60266,323.44366,1051.81995,322.51987,-8.63077,-3.71185,2.41716
3234,955.5168,187.53479,1104.62682,373.7067,87.0,0.99987,1009.94843,281.33066,1059.84705,280.45953,1039.88647,302.85059,1017.58734,328.30963,1055.24023,327.28021,-9.91146,-2.05052,2.94614
3235,960.01494,192.40367,1108.88859,377.84892,87.0,0.99985,1016.39886,285.61569,1065.94824,285.53952,1045.72388,306.8963,1023.67664,332.33548,1060.25659,332.10083,-10.8903,-2.71085,3.28526
3236,966.8078,196.72617,1115.37097,381.81923,87.0,0.99978,1024.14233,286.9808,1073.55603,287.14841,1053.59326,310.27795,1031.01587,334.10025,1068.10596,333.80759,-11.02599,-3.84635,4.41402
3237,973.62219,200.3828,1121.8752,384.86483,87.0,0.99983,1031.29797,289.27554,1078.33337,289.57935,1058.37158,313.841,1037.17664,336.35983,1072.27795,336.35529,-10.38664,-2.35123,4.36534
3238,979.30731,202.69554,1127.5114,386.59722,87.0,0.99986,1037.47705,289.47723,1085.18823,291.01358,1064.42383,313.99561,1040.63281,337.02795,1078.0282,338.3642,-10.4411,-4.80801,5.16925
3239,984.87423,203.01451,1133.51072,386.94272,87.0,0.99985,1042.80896,287.82712,1090.88513,289.62076,1069.98694,312.87253,1047.552,335.90201,1083.1427,336.95996,-10.17233,-4.68779,5.04778
3240,991.15605,199.37108,1139.98228,383.35122,87.0,0.99983,1047.89697,282.84937,1098.13184,283.53793,1076.4104,307.10782,1056.06348,332.34219,1089.95508,332.49835,-11.01534,-4.21294,4.57272
3241,999.85936,193.52138,1149.20175,377.86839,87.0,0.99983,1058.02173,276.15906,1105.90454,275.91293,1084.84973,304.02835,1066.12976,324.27856,1098.06177,323.60248,-12.67207,-5.84087,4.09039
3242,1007.75684,186.46759,1157.42774,370.55421,87.0,0.99979,1065.80127,266.86258,1115.29749,266.3418,1093.87573,293.40594,1075.57703,316.1095,1108.36975,315.19638,-15.31519,-4.49754,6.74748
3243,1015.84864,177.66599,1166.27454,361.57102,87.0,0.99984,1072.36511,257.47235,1120.94482,256.95102,1098.99524,283.40494,1081.05371,304.83041,1114.76587,303.71661,-16.0295,-4.02514,6.86158
3244,1023.20366,169.09023,1173.47051,352.84731,87.0,0.99976,1081.83545,250.13281,1130.36987,249.23233,1110.48035,275.15573,1091.33276,298.07358,1124.76953,296.72247,-17.74041,-4.99959,6.86227
3245,1029.72784,157.71566,1179.89172,341.64411,87.0,0.99965,1090.83521,236.81758,1136.22742,238.00981,1117.78857,262.44699,1098.6604,283.12021,1129.22424,283.54999,-19.30253,-6.39896,7.18213
3246,1033.08358,146.45022,1182.74747,330.52185,87.0,0.9997,1090.94873,227.12129,1135.16931,227.73109,1116.36523,253.12126,1097.22852,271.86972,1129.21301,271.7724,-16.35833,-6.42336,6.91113
3247,1033.81188,136.04784,1182.58294,319.74859,87.0,0.9997,1092.41809,217.46701,1136.25354,218.56277,1118.8905,243.74231,1098.00439,262.54605,1129.77612,262.9996,-13.72366,-4.037,6.64364
3248,1030.43426,124.80412,1178.63436,308.96392,87.0,0.99964,1086.72327,205.41035,1131.84253,206.52608,1112.02429,231.88231,1092.99414,252.86868,1124.44653,253.64995,-12.69235,-4.84135,7.309
3249,1026.48928,116.56819,1174.25413,300.88171,87.0,0.99975,1082.66467,199.48387,1126.62183,201.7256,1107.57666,225.02589,1087.82837,244.25949,1119.3739,245.76631,-14.05867,-7.44473,7.61977
3250,1021.66973,108.72122,1170.0369,293.21983,87.0,0.99975,1077.15869,190.83212,1123.23657,193.10149,1102.91736,217.09727,1082.11035,237.95534,1115.27991,239.28403,-13.50666,-6.40695,7.48181
3251,1017.43408,102.72713,1165.55214,286.65503,87.0,0.99971,1072.75281,183.90178,1119.71936,187.19209,1099.18567,209.67407,1077.15186,230.47197,1111.66919,232.64841,-11.34683,-3.4235,6.98918
3252,1012.98472,95.77035,1160.94144,279.5166,87.0,0.99977,1069.18872,179.58189,1116.85583,182.04802,1096.22437,206.76189,1074.6709,227.11229,1109.39014,228.87798,-9.3035,-2.4798,5.4834
3253,1011.43721,90.33202,1159.97878,274.45763,87.0,0.99979,1069.61243,173.2336,1116.73022,176.06488,1095.86328,199.76399,1072.91833,221.57629,1108.0061,223.71404,-9.84804,-3.35034,5.88675
3254,1009.9726,85.80761,1158.68047,270.26894,87.0,0.99973,1070.32227,169.44745,1117.4209,171.2235,1097.26318,195.24001,1074.78467,216.6344,1109.66248,217.87589,-7.98778,-4.3065,5.30956
3255,1012.24396,78.39788,1161.79751,263.26903,87.0,0.99972,1071.53784,163.26273,1119.59473,164.29729,1098.45715,191.00294,1076.51025,209.84456,1112.82593,210.22789,-9.00185,-5.70059,5.526
3256,1017.40212,71.37133,1167.03612,256.51629,87.0,0.99985,1079.31482,157.02359,1126.12732,157.81432,1106.20239,182.40837,1085.12939,203.18684,1118.90466,203.46555,-9.80881,-2.67469,3.80809
3257,1025.7261,66.47296,1174.6991,251.87641,87.0,0.99979,1086.96436,155.38916,1134.7356,158.17378,1113.88623,178.12823,1091.71106,200.79033,1126.10266,202.98775,-12.69016,-0.88241,3.42995
3258,1035.38377,66.16136,1184.45323,251.48856,87.0,0.99976,1100.51099,152.62283,1147.79492,156.80066,1126.98206,180.50807,1105.76379,200.2433,1138.09155,203.1485,-12.75566,-4.53162,4.23251
3259,1044.33869,66.60847,1193.91833,253.18979,87.0,0.99978,1109.02234,154.14981,1157.39697,157.64479,1136.42944,181.95139,1115.33167,203.53613,1147.8468,205.7849,-12.91269,-5.70394,4.48468
3260,1050.15064,68.24666,1201.131,257.06726,87.0,0.99983,1114.58765,154.77342,1163.4115,158.42902,1143.19202,180.99889,1119.53992,206.35153,1153.4939,208.7876,-12.38916,-8.32977,6.12849
3261,1053.08572,70.06858,1205.06852,261.07072,87.0,0.99977,1115.73242,156.20856,1164.48022,159.81148,1144.56152,181.48425,1121.68213,209.25047,1154.73596,211.5388,-12.49298,-4.55408,5.27002
3262,1053.23609,72.96763,1205.61766,265.99501,87.0,0.99973,1116.32532,160.28101,1164.65515,163.89388,1145.29797,187.59729,1122.46753,213.98019,1154.03357,216.30699,-12.7887,-3.93719,4.60081
3263,1052.0393,77.27279,1205.14745,272.35862,87.0,0.99972,1113.74219,164.11256,1163.81567,167.64133,1143.31567,191.19713,1119.71472,218.83955,1152.27454,221.25101,-13.16228,-5.91491,5.17892
3264,1049.90119,83.69787,1203.2316,279.88789,87.0,0.99969,1110.8667,174.41248,1158.6637,177.93657,1136.8949,205.81403,1115.54761,228.71887,1146.48523,231.17307,-14.04479,-6.68535,7.26837
3265,1045.0639,95.15165,1198.73913,291.23895,87.0,0.99958,1104.10962,189.40437,1151.84375,194.7182,1129.7655,219.23457,1108.3501,240.6675,1140.03906,244.5452,-12.61503,-9.3399,8.52328
3266,1039.6982,111.15133,1194.22311,308.71653,87.0,0.99955,1099.50305,205.62938,1145.45837,210.40651,1124.7699,234.22678,1100.96973,255.46637,1133.40894,259.20789,-14.70114,-14.59396,8.22649
3267,1034.55697,130.58738,1188.28185,327.81978,87.0,0.9993,1097.50012,229.14268,1139.70117,234.56737,1122.31372,259.08313,1098.49414,276.43781,1129.74963,280.68604,-15.13265,-13.69933,11.35899
3268,1031.55837,151.01931,1184.21098,348.1966,87.0,0.99897,1096.07336,251.50082,1136.65393,254.82739,1119.92761,278.38925,1099.27222,297.91254,1128.60327,300.45288,-15.40158,-9.74564,9.88316
3269,1030.32657,174.98105,1182.36317,372.60086,87.0,0.99857,1096.06299,273.80243,1138.43945,278.39966,1119.66772,303.08942,1097.55457,321.03348,1129.87903,324.56598,-12.65175,-7.87224,10.16986
3270,1026.91126,198.9511,1178.73839,396.75181,87.0,0.99915,1093.92859,295.6055,1134.09802,302.50708,1116.51562,324.1402,1093.26172,341.95932,1123.87183,347.70258,-16.28667,-10.99072,9.63544
3271,1021.52423,219.64008,1173.676,417.63048,87.0,0.99947,1082.51807,314.71262,1127.0332,317.42215,1107.96375,341.53622,1084.55591,359.98776,1120.16272,362.26028,-14.2567,-8.58935,11.23359
3272,1015.52349,238.69464,1168.43882,437.17765,87.0,0.99943,1075.18176,329.86258,1121.28687,333.2193,1101.08643,360.5549,1073.87781,377.39828,1112.54749,380.45731,-12.61289,-11.75283,10.64619
3273,1005.72577,253.55991,1160.13881,452.72479,87.0,0.99942,1064.65295,342.70789,1113.90515,344.31549,1092.63733,372.13074,1066.81006,392.8335,1104.27075,394.2634,-17.7743,-14.70536,10.28714
3274,996.00957,265.75052,1150.92431,464.40841,87.0,0.99976,1051.75745,351.0903,1101.39185,352.53409,1079.55603,380.4324,1054.26538,401.25684,1094.46765,402.4465,-18.48519,-8.59096,8.97636
3275,985.13332,276.18134,1140.50791,474.4381,87.0,0.99971,1038.32153,360.68256,1091.57483,361.67673,1067.00781,392.14655,1043.34875,411.94806,1082.25208,412.5361,-19.61375,-9.29178,9.44479
3276,976.1805,284.98562,1131.92129,484.84391,87.0,0.9995,1034.70508,374.32095,1082.24622,373.72006,1061.37891,404.56235,1040.33923,425.27942,1074.72998,424.88766,-21.10147,-12.74727,8.79009
3277,968.77783,297.52254,1124.91586,497.01731,87.0,0.9996,1028.64294,383.90216,1076.97791,386.55786,1055.0033,413.59763,1031.15271,432.40182,1068.56909,434.26816,-16.59013,-11.0077,8.41602
3278,962.31086,311.45092,1118.02867,510.77589,87.0,0.99958,1023.14691,400.05246,1070.29663,404.07474,1048.32605,429.29834,1023.276,446.93457,1061.8479,450.24716,-11.78033,-7.19415,8.99907
3279,954.57637,325.64565,1110.66549,525.20655,87.0,0.99969,1012.62646,415.50345,1060.81226,417.55276,1038.26038,443.40781,1015.4082,462.2363,1053.255,463.80923,-10.55592,-9.46279,8.65331
3280,947.37352,342.28006,1103.15833,540.77304,87.0,0.99961,1006.99298,430.06183,1056.09387,435.05688,1033.09497,461.33539,1008.19391,478.7005,1045.65869,482.38336,-13.06264,-5.6815,8.57399
3281,939.02723,357.11168,1095.38302,555.58927,87.0,0.99952,996.01764,442.98209,1047.16663,445.22681,1024.24109,471.06665,1000.07788,491.44537,1039.79443,493.14691,-10.73417,-6.59742,8.00125
3282,932.01211,372.90997,1087.81816,571.18135,87.0,0.99953,989.32117,459.02643,1040.30603,461.5253,1017.57056,489.09222,993.23523,508.3508,1032.37268,510.15857,-13.82411,-8.49925,7.26698
3283,925.50452,385.36277,1081.53585,584.34579,87.0,0.99964,985.35669,473.54437,1035.67993,474.45557,1013.14954,505.40359,990.79572,524.815,1027.43127,525.37866,-9.42245,-8.8226,7.66578
3284,920.03436,394.09283,1076.79637,594.58093,87.0,0.99979,980.03857,480.21097,1030.9978,480.92523,1007.83563,513.33612,986.38391,534.75531,1022.34467,534.96259,-9.53436,-6.41536,7.17018
3285,915.41484,404.35494,1071.58876,604.30211,87.0,0.99971,977.8006,489.65607,1027.67847,491.46005,1006.53955,522.37244,983.1405,542.83069,1020.03809,543.74426,-10.36153,-7.65382,7.49787
3286,913.69609,411.64058,1068.48052,611.80862,87.0,0.99977,976.27271,497.98453,1027.79797,499.95383,1005.16455,528.92902,981.35352,551.87885,1019.65497,553.14948,-12.28195,-10.33018,7.21501
3287,915.3185,419.74124,1069.83771,619.71043,87.0,0.99982,982.24158,506.58429,1030.64026,509.26776,1010.48492,534.42963,986.11566,558.06775,1021.75702,559.87451,-10.43067,-6.23382,7.00003
3288,920.88408,426.34756,1074.8702,626.24292,87.0,0.99982,989.35913,512.78949,1036.79041,516.35071,1016.24817,542.35541,992.29681,565.23163,1027.09839,568.03949,-10.95645,-5.01556,7.72785
3289,928.04923,432.85613,1081.33375,631.30289,87.0,0.99981,995.46686,517.51709,1046.46765,521.56781,1025.40552,546.27594,1000.19031,568.73322,1037.08545,571.77997,-9.9335,-2.48797,7.47223
3290,936.2757,439.46956,1089.29827,636.67515,87.0,0.99983,1001.2088,524.30322,1052.15564,529.5072,1028.71118,552.5307,1003.09778,574.52936,1041.42627,578.77924,-8.95266,-1.71977,7.75131
3291,941.18062,445.463,1094.62283,641.72698,87.0,0.99977,1004.22821,530.90277,1054.34375,536.86346,1031.38184,560.33325,1005.77936,580.37152,1042.70752,585.04193,-9.90587,-3.29269,8.23476
3292,944.28941,451.87349,1097.37787,647.04615,87.0,0.99977,1005.63916,535.1792,1056.98633,540.84851,1033.50793,563.94696,1008.02032,586.01147,1046.67249,590.35242,-11.58156,-2.81337,8.43008
3293,947.78858,459.16782,1102.53689,654.10345,87.0,0.99976,1011.74182,539.01611,1062.40259,546.33807,1038.8468,569.1568,1012.86646,590.89655,1050.51819,596.30438,-9.56086,-0.89412,7.82413
3294,951.67021,463.35939,1107.45531,658.74706,87.0,0.9998,1014.69086,545.45203,1066.73022,550.18896,1043.09033,574.32086,1017.76691,597.78967,1056.10376,601.51575,-10.06538,-4.67398,7.61904
3295,957.20126,464.07055,1112.99909,659.07939,87.0,0.99976,1020.526,542.13562,1072.52307,547.33453,1048.06042,575.91486,1023.38977,596.71429,1060.46423,600.63428,-9.67084,-5.55524,9.80357
3296,965.93886,455.40144,1122.72814,650.43105,87.0,0.99636,1039.60046,534.85767,1085.7207,531.03064,1068.35901,558.97479,1047.56677,585.53516,1076.13391,582.9137,-10.82816,-19.81131,11.39459
3297,977.18901,435.75499,1135.81399,637.95471,87.0,0.99568,1044.99487,509.73355,1093.93274,509.6976,1074.32495,540.7818,1053.65613,571.8252,1086.84119,571.41345,-22.98394,-23.64864,4.76541
3298,994.38209,409.25207,1153.5989,612.61876,87.0,0.99548,1063.42603,477.0397,1110.83679,476.55795,1091.89368,503.69928,1072.77368,533.23029,1104.76941,532.66144,-17.03543,-20.0607,5.96901
3299,1016.91823,378.71449,1176.90175,583.67342,87.0,0.99672,1091.31689,449.5137,1137.4386,450.21603,1119.64221,477.35651,1100.97009,505.11398,1132.89929,505.06549,-19.76834,-19.25933,8.19239
3300,1038.18396,354.04508,1198.92293,561.54052,87.0,0.99005,1107.76538,428.59039,1155.90088,425.61517,1137.20593,455.8374,1121.42407,487.3942,1154.87292,484.63669,-17.42143,-19.95808,8.86995
3301,1060.51097,329.49592,1221.22957,535.46202,87.0,0.99697,1128.85876,406.84171,1179.14954,404.897,1157.64526,429.42267,1138.31067,458.26962,1171.4939,457.03366,-21.79024,-26.30716,15.28654
3302,1084.50633,306.89878,1245.70169,513.06501,87.0,0.99267,1163.07349,387.46426,1209.73401,384.2746,1191.82898,415.18552,1170.54858,443.06833,1200.78979,440.50769,-25.4865,-31.803,13.83768
3303,1109.68211,285.28068,1271.84549,499.48715,87.0,0.97673,1192.17712,367.76974,1239.58777,369.15076,1221.30371,405.98087,1196.7572,439.70218,1227.09204,441.1521,-16.34668,-25.18112,7.92033
3304,1132.29833,257.95022,1294.71951,475.65101,87.0,0.98605,1207.25586,336.89587,1259.26526,339.9855,1238.75659,376.94788,1212.55872,408.55945,1246.39807,411.36203,-21.29018,-28.51952,9.40932
3305,1152.46221,229.08357,1316.29332,452.35652,87.0,0.99173,1221.1344,313.4386,1274.17871,313.75302,1252.72485,352.62799,1229.03931,384.40869,1265.09521,385.31119,-26.51407,-21.21664,7.49074
3306,1169.74996,198.44201,1332.82359,416.97051,87.0,0.9984,1239.57947,284.3262,1286.57275,283.97287,1268.16797,313.65451,1245.49683,336.97363,1279.9635,336.60355,-14.13609,-13.82745,5.62332
3307,1183.04043,178.57792,1343.46663,392.89248,87.0,0.98856,1252.6145,263.19647,1300.29126,266.28314,1280.76135,292.34055,1257.18445,318.55173,1293.47791,320.45804,-17.86234,-18.8566,9.97041
3308,1191.99148,159.03962,1351.53484,369.53141,87.0,0.99879,1255.72888,249.3071,1301.78979,251.81943,1282.61755,279.95001,1259.92676,299.3158,1294.57617,301.14917,-17.40199,-10.3663,10.26817
3309,1195.72843,144.99907,1355.45705,352.57833,87.0,0.99895,1255.93188,232.15712,1301.8009,236.43492,1281.95239,262.88385,1259.54297,282.61078,1294.64075,285.76611,-19.64543,-4.42612,10.73078
3310,1197.62996,132.09251,1357.6565,337.89572,87.0,0.9991,1257.33899,221.64566,1304.21655,225.54008,1282.9259,253.38242,1259.90564,272.64862,1295.53784,275.68054,-19.36232,-4.45634,10.93609
3311,1198.52867,122.17075,1359.13205,326.96605,87.0,0.99956,1258.78735,212.14273,1309.33411,216.57076,1286.48425,245.64325,1261.74817,264.17566,1298.84912,267.5759,-15.29706,-5.44624,11.84828
3312,1201.60003,112.28086,1362.13718,315.47114,87.0,0.99959,1261.41772,201.08604,1313.07007,205.18011,1288.75671,233.66154,1264.3186,253.44391,1303.17566,256.63351,-15.19639,-7.06955,11.81528
3313,1206.21925,101.71737,1366.24589,302.96407,87.0,0.99975,1265.97021,189.9238,1316.32178,193.79472,1292.99292,223.45712,1269.76282,242.82726,1307.49023,245.46292,-15.58329,-4.59683,12.09827
3314,1208.85762,91.43286,1368.65222,292.76401,87.0,0.99984,1267.22095,181.22562,1320.38977,184.32249,1296.7196,213.36284,1273.3092,235.73091,1310.66833,237.76913,-10.22056,-2.72141,11.86308
3315,1212.76682,84.85297,1372.14235,286.14212,87.0,0.99982,1272.46704,175.39566,1323.64172,180.11012,1299.0343,204.83662,1275.4939,228.42259,1312.32434,232.17746,-6.62478,-2.42116,10.31877
3316,1216.95275,78.98955,1376.05232,279.524,87.0,0.99977,1275.63586,168.33253,1329.92725,173.28674,1304.1189,195.96988,1279.54895,221.62871,1318.98108,225.67004,-6.47551,-1.01869,9.23463
3317,1221.72953,71.89925,1380.2285,271.84546,87.0,0.99984,1279.73608,163.1187,1333.03149,166.4368,1309.40759,191.92285,1285.92114,215.08992,1322.96973,217.63464,-7.78209,-2.07502,9.95772
3318,1226.99763,68.63559,1385.31298,267.83399,87.0,0.99986,1288.01782,157.29385,1340.57715,163.33392,1315.91382,188.5343,1291.27808,211.12808,1328.76453,215.77019,-6.71883,0.32224,9.53796
3319,1233.20194,65.18584,1390.62987,263.23762,87.0,0.99988,1293.62915,155.28049,1344.05896,160.20908,1320.48511,185.8775,1295.59863,207.57397,1334.05237,211.27379,-7.68194,0.28233,10.30753
3320,1236.76824,59.53717,1393.94423,257.97524,87.0,0.99988,1295.51428,150.01274,1349.59021,154.73489,1325.08667,180.98503,1298.90674,202.75516,1339.67883,206.27567,-9.58436,-3.02502,11.33508
3321,1239.30317,54.88499,1396.68349,254.15276,87.0,0.99986,1300.18701,142.27209,1353.61426,149.22583,1329.09094,174.50056,1302.38684,197.03012,1342.27576,202.43272,-8.25262,0.27509,11.44002
3322,1240.78322,50.07816,1399.19307,250.86041,87.0,0.99977,1303.36694,137.4313,1355.8385,145.02191,1331.66028,167.51306,1302.9292,191.18596,1342.25867,197.21381,-8.04498,2.05039,10.51697
3323,1241.03696,45.97063,1400.22153,247.62265,87.0,0.9998,1302.67053,132.86383,1353.10962,139.10498,1330.72583,162.42566,1304.896,186.48123,1342.6521,191.16229,-8.68486,-0.61047,9.11981
3324,1241.44578,43.36766,1401.13312,245.62914,87.0,0.99981,1302.49561,130.05356,1355.12061,135.64827,1332.19556,158.53339,1305.61816,184.55806,1345.61914,188.77188,-9.15406,-2.29189,8.5715
3325,1242.72751,41.58465,1402.41215,244.22675,87.0,0.9998,1304.9198,130.37643,1356.38452,135.70493,1333.56775,157.79648,1308.14722,183.47414,1347.47546,187.51863,-8.86836,-2.24467,8.17152
3326,1244.95479,41.89211,1404.09284,244.27327,87.0,0.99978,1307.47046,131.02415,1359.06836,137.12831,1335.55933,158.61301,1309.3009,183.8418,1349.22339,188.65591,-9.13226,-0.98129,8.37791
3327,1245.94727,42.65476,1404.74634,244.34068,87.0,0.99979,1306.70923,133.11137,1359.90515,139.53459,1335.52368,160.5687,1309.0592,185.38327,1349.43164,190.45062,-8.93582,-1.86948,9.40668
3328,1246.16873,45.67928,1404.30504,245.8377,87.0,0.99982,1306.79492,134.25511,1359.28491,140.37155,1335.95312,161.73048,1307.9104,186.2061,1350.00623,191.14534,-8.65599,-1.52188,8.42204
3329,1245.25088,47.7715,1403.15936,247.39963,87.0,0.99986,1305.15723,134.96748,1357.38464,141.32259,1333.76892,162.91373,1306.24414,187.45381,1347.7467,192.53099,-8.47762,-2.63523,7.99221
3330,1242.24178,49.02162,1400.7019,248.57951,87.0,0.99989,1301.50317,136.69516,1354.55103,143.29167,1330.58154,165.02396,1301.35596,188.11464,1344.48853,193.46259,-8.52676,-1.10646,7.70615
3331,1238.34235,50.83301,1396.08268,249.34804,87.0,0.99991,1296.73535,136.99779,1348.88977,143.61197,1325.42212,166.99852,1295.95361,188.91414,1339.15686,194.17255,-9.20929,-0.13135,7.85506
3332,1233.60663,52.65264,1391.23509,250.28196,87.0,0.99986,1292.08374,137.49898,1344.96777,143.51517,1321.07068,167.6158,1292.67249,190.86206,1334.64575,195.8521,-8.4523,-0.81554,7.76413
3333,1228.66916,52.78416,1386.98984,251.19562,87.0,0.99986,1287.10474,138.34718,1340.34314,144.45479,1315.69067,167.70099,1287.79163,190.79788,1329.87073,195.80067,-8.73585,-2.36343,7.75432
3334,1223.83653,56.05176,1382.8855,254.69576,87.0,0.99982,1282.89087,140.77786,1336.82324,146.67291,1311.93481,172.00995,1285.69666,194.19173,1327.6051,198.8085,-7.70194,-1.21999,6.55597
3335,1221.23578,61.32067,1380.05565,260.29744,87.0,0.99978,1281.20691,147.01506,1333.82141,151.47293,1310.19055,176.59744,1283.70898,200.69595,1326.26208,204.13013,-9.4123,-0.66401,7.69539
3336,1220.28788,67.9839,1378.42326,266.10195,87.0,0.99981,1280.34998,154.19733,1331.49829,159.10394,1307.73474,183.37749,1281.15466,206.04419,1323.4104,209.91713,-8.85513,-0.26012,8.19605
3337,1219.69713,73.08253,1377.56697,271.54665,87.0,0.99978,1282.2915,159.54553,1333.94995,163.92032,1311.09473,189.45497,1286.17151,214.00066,1324.41821,217.42073,-9.57358,-0.16033,7.59148
3338,1221.40826,78.92656,1379.2086,277.29677,87.0,0.99982,1284.81287,164.59805,1337.2605,169.28564,1314.98083,193.73781,1288.32629,218.63904,1328.27014,222.1293,-8.58936,-3.0133,7.0687
3339,1223.63252,81.33981,1381.67927,279.39405,87.0,0.99981,1286.07617,165.71274,1339.64355,170.13576,1316.15491,194.06041,1290.90906,219.32002,1330.34558,222.50281,-8.57394,-3.74036,7.59052
3340,1226.87695,82.06218,1384.22383,278.93456,87.0,0.99983,1289.38342,164.7776,1342.17615,169.45616,1318.35986,193.72125,1293.48206,218.42485,1333.26501,221.90219,-9.09133,-1.96026,8.10681
